Product;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;Count
31A002600_2;1.7565457050987598;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;5.75654570509876;41
331054200_2;0.03986331959614472;0.1393175401585399;0.5100600176312169;0.8643401685812538;1.0413441917709614;1.2939932855936258;1.022568976398033;1.5202482360659422;2.6968283994361113;3.0211770476177118;2.970565597481992;2.5562863887097715;1.7688157613292745;1.0236573946805216;0.5553654286398045;0.32815811217031077;65
335027224_2;0.03681510774953791;1.1044532324861374;2.0984611417236607;3.221321928084567;3.681510774953791;3.681510774953791;4.104884514073477;3.331767251333181;2.7979481889648814;2.521834880843347;2.503427326968578;2.577057542467654;2.1536838033479677;2.503427326968578;2.889985958338726;2.3377593420956573;106
335027300_2;0.5047476971504758;1.2825556239069467;2.176207284435658;2.8547205822444943;2.6313076671123166;1.3901248052668842;0.4302767254397499;0.3558057537290239;0.1820401530706634;0.08274552412302882;0.05792186688612017;0.024823657236908644;0.008274552412302882;0.0;0.008274552412302882;0.008274552412302882;246
335045300_2;0.8998938059563939;2.0170033581781244;2.327311567128605;2.761743059659278;3.4444211193503356;3.0720512686097585;2.5445273133939414;2.9479279850295663;3.103082089504807;2.4204040298137492;1.7997876119127878;1.6756643283325956;1.3653561193821149;0.8998938059563939;0.4344314925306729;0.24824656716038454;89
338019400_2;0.9563083512609024;2.3724808277183045;2.615477212055091;2.322836405111864;1.899552380783268;0.9118896573498769;0.2064162834688833;0.09928884521288057;0.04964442260644029;0.028741507824781222;0.015677186086244303;0.018290050433951686;0.010451457390829534;0.0;0.0;0.0;96
33C000400_2;0.586531997001727;3.025971893622546;3.039302166281676;1.0530915400712826;0.9997704494347619;1.2930364479356253;1.3996786292086667;0.8531374501843302;0.3465870891373841;0.18662381722782223;0.053321090636520636;0.013330272659130159;0.0;0.0;0.013330272659130159;0.013330272659130159;32
349001400_2;0.4038141314627094;1.1486268628272622;1.5973092311191615;2.010097009947709;2.9792509254582114;2.754909741312262;1.5793619363874856;1.1217059207297482;0.7268654366328768;0.36791954199935745;0.15255200521924578;0.07178917892670389;0.035894589463351945;0.0;0.0;0.008973647365837986;157
34C990502_2;0.026762025670479084;0.11150844029366284;0.1761833356639873;0.28323143834590364;0.7448763811616679;1.2332833496479112;1.4072365165060252;1.8621909529041696;1.8889529785746486;2.2435498187084963;2.4219633231783573;2.123120703191341;2.602606996454091;2.4598761928782027;2.471027036907569;2.885838434799995;77
36D290100_2;2.259264497356884;3.873024852611801;2.151680473673223;1.1475629192923855;1.7930670613943525;1.7572057201664655;1.1834242605202727;1.1475629192923855;1.3627309666597078;1.3627309666597078;1.0399788956087244;0.6455041421019669;0.2868907298230964;0.1434453649115482;0.0;0.0;19
